country,year,iso_code,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,co2,co2_per_capita,total_ghg,consumption_co2,methane,nitrous_oxide,cement_co2,flaring_co2,trade_co2,coal_co2,gas_co2,oil_co2
Albania,2009,ALB,2961487,25821550979,24.097139358520508,8136.837890625,0.9332181215286256,4.369912147521973,1.4755803346633911,9.234467506408691,6.741738319396973,2.9243340492248535,1.1362793445587158,0.5849999785423279,0,2.371826410293579,0.40670400857925415,0.01831999979913234,3.3598880767822266
Albania,2010,ALB,2928731,26747818608,22.20749282836914,7582.63330078125,0.8302543759346008,4.816841125488281,1.6446853876113892,9.359149932861328,6.579689025878906,2.956409215927124,1.129462718963623,0.8377370238304138,0,1.7628480195999146,0.4470080137252808,0.02564799971878528,3.5064480304718018
Albania,2011,ALB,2911499,27431048326,23.96804428100586,8232.201171875,0.8737560510635376,5.17544412612915,1.7775874137878418,9.82979679107666,6.984198093414307,2.9101874828338623,1.172190546989441,0.9764999747276306,0,1.808753967285156,0.5862399935722351,0.02931199967861175,3.5833919048309326
Albania,2012,ALB,2910003,27819814441,22.487735748291016,7727.736328125,0.8083352446556091,4.93000602722168,1.6941584348678589,9.601828575134276,6.57073450088501,2.975487232208252,1.168280005455017,1.0394999980926514,0,1.64072847366333,0.6856970191001892,0.02933499962091446,3.175473928451538
Albania,2013,ALB,2907571,28098562696,26.35828971862793,9065.3984375,0.9380654096603394,5.346088886260986,1.83867871761322,9.959844589233398,6.515833377838135,3.005758285522461,1.1445754766464231,1.128600001335144,2.2499999613501e-4,1.1697444915771484,0.8463839888572693,0.03297600150108337,3.3379039764404297
Albania,2014,ALB,2903748,28597169040,25.747249603271484,8866.90234375,0.900342583656311,6.072488784790039,2.091259002685547,10.84361743927002,6.5011820793151855,3.064145803451538,1.1635868549346924,1.0448999404907229,0.01157299987971782,0.4286929965019226,1.0955359935760498,0.05862399935722351,3.861855983734131
Albania,2015,ALB,2898634,29231663899,24.037635803222656,8292.74609375,0.822314977645874,4.712143898010254,1.625643014907837,10.13118839263916,5.894039154052734,3.109457731246948,1.2014214992523191,0.9541130065917968,0.03540699928998947,1.1818950176239014,0.3224320113658905,0.06228800117969513,3.3379039764404297
Albania,2016,ALB,2897868,30200694449,26.761011123657227,9234.7236328125,0.8861058354377747,4.55503511428833,1.5718573331832886,9.365497589111328,5.848700523376465,3.064516067504883,1.2311551570892334,0.8804699778556824,0.03987700119614601,1.2936655282974243,0.190528005361557,0.08060800284147263,3.3635520935058594
Albania,2017,ALB,2898245,31348975722,29.290279388427734,10106.2119140625,0.9343296885490416,5.343791961669922,1.8438026905059817,10.080314636230469,6.103176593780518,3.0573928356170654,1.2066574096679688,1.0114920139312744,0.03076300024986267,0.7593845129013062,0.4396800100803375,0.08427199721336365,3.7775840759277344
Albania,2018,ALB,2894229,32609000823,27.9931640625,9672.0625,0.8584489822387695,5.194859981536865,1.7949029207229614,9.621846199035645,6.2638373374938965,3.0770280361175537,1.1079015731811523,0.9276379942893982,0.01385900005698204,1.0689774751663208,0.8470060229301453,0.07333400100469589,3.3330230712890625
Albania,2019,ALB,2885011,33289747424,24.897661209106445,8630.005859375,0.7479077577590942,4.94052791595459,1.7124814987182615,8.935890197753906,6.020745277404785,2.838447093963623,1.1307170391082764,0.9276379942893982,0.00447400007396936,1.0802174806594849,0.4506720006465912,0.1319040060043335,3.425839900970459
Albania,2020,ALB,2871950,32130726850,21.116933822631836,7352.82080078125,0.6572192907333374,4.865033149719238,1.693982481956482,8.303337097167969,5.973400592803955,2.630770206451416,1.0261774063110352,1.3217530250549316,1.920000067912e-4,1.1083674430847168,0.5715839862823486,0.0952640026807785,2.8762400150299072
Albania,2021,ALB,2849641,34866976278,25.48971939086914,8944.8876953125,0.73105621337890625,5.1370110511779785,1.8026870489120483,8.335699081420898,6.198050022125244,2.584312438964844,0.8231137990951538,1.311794996261597,0,1.0610389709472656,0.8610399961471558,0.10259199887514114,2.861583948135376
Albania,2022,ALB,2827614,36171005594,25.864765167236328,9147.205078125,0.7150689959526062,4.498281955718994,1.590840220451355,7.4177470207214355,5.686356544494629,2.4313950538635254,0.8636670708656311,0.906674027442932,0.01536200009286403,1.1880744695663452,0.5422719717025757,0.08793599903583527,2.946038007736206
Argentina,1990,ARG,32755907,338751144000,513.62548828125,15680.392578125,1.5162324905395508,112.18829345703124,3.4249789714813232,286.5738220214844,115.5429458618164,113.8532257080078,33.21465301513672,1.8615909814834597,4.785183906555176,3.3546478748321533,3.140048027038574,43.21321487426758,59.188255310058594
Argentina,1991,ARG,33230293,376057930424,522.45867919921875,15722.361328125,1.3893036842346191,117.7269287109375,3.5427591800689697,316.9936218261719,123.9981460571289,113.1363296508789,33.15617752075195,2.168031930923462,4.10368013381958,6.271215915679932,2.938528060913086,47.28392028808594,61.23276901245117
Argentina,1992,ARG,33693532,416679827242,560.3385009765625,16630.447265625,1.3447699546813965,121.51416778564452,3.606453895568848,309.1542663574219,131.40309143066406,115.23143768310548,33.99892807006836,2.4744720458984375,3.997423887252808,9.888919830322266,3.107071876525879,48.302513122558594,63.632686614990234
Argentina,1993,ARG,34152719,444780261628,578.83056640625,16948.30078125,1.301385521888733,118.0209732055664,3.45568323135376,298.3012390136719,126.60022735595705,114.46736145019533,33.62261962890625,2.7809128761291504,4.752356052398682,8.579248428344727,2.5282390117645264,40.8072395324707,67.1522216796875
Argentina,1994,ARG,34613492,472926751991,611.17626953125,17657.16796875,1.2923275232315063,118.50676727294922,3.4237160682678223,299.4143981933594,127.08208465576172,116.1800765991211,34.6646842956543,3.087352991104126,1.9780659675598145,8.57532024383545,3.5613009929656982,42.67698669433594,67.20306396484375
Argentina,1995,ARG,35070016,461601030169,630.65155029296875,17982.642578125,1.3662264347076416,125.41549682617188,3.576145887374878,308.4671325683594,131.46153259277344,118.1110382080078,34.789894104003906,2.759852886199951,2.8868119716644287,6.046031951904297,3.7409439086914062,53.19395065307617,62.83393478393555
Argentina,1996,ARG,35513795,489406483416,659.10443115234375,18559.109375,1.3467423915863037,131.44554138183594,3.7012531757354736,311.9164123535156,136.98489379882812,114.3120574951172,35.214622497558594,2.718040943145752,2.1507439613342285,5.539351940155029,3.1143150329589844,57.54154968261719,65.92089080810547
Argentina,1997,ARG,35947790,531526379817,668.9815673828125,18609.810546875,1.258604645729065,136.61700439453125,3.800428628921509,319.5331726074219,145.7698974609375,114.31558227539064,35.45566940307617,3.232943058013916,2.2055280208587646,9.1528959274292,2.806623935699463,61.503902435302734,66.86799621582031
Argentina,1998,ARG,36372862,554567078807,694.257080078125,19087.2265625,1.2518901824951172,139.5052947998047,3.8354225158691406,321.3023376464844,148.94146728515625,110.73585510253906,35.348670959472656,3.4681930541992188,1.6928709745407104,9.436176300048828,3.1547040939331055,61.61382293701172,69.57569885253906
Argentina,1999,ARG,36794687,538270560194,705.54815673828125,19175.2734375,1.3107686042785645,148.34457397460938,4.031684875488281,332.0441589355469,149.5149383544922,113.88709259033205,35.71656036376953,3.3306970596313477,1.8833760023117063,1.170367956161499,2.788304090499878,67.6191177368164,72.72306823730469
Argentina,2000,ARG,37213986,536480965694,703.63470458984375,18907.802734375,1.3115744590759275,143.3548126220703,3.852175712585449,329.9324035644531,142.70909118652344,113.9166030883789,37.133148193359375,2.6571080684661865,1.465783953666687,-0.6457279920578003,2.3596770763397217,69.43824768066406,67.433990478515625
Argentina,2001,ARG,37624817,514867255248,687.34075927734375,18268.28125,1.3349863290786743,135.00396728515625,3.588162899017334,319.0582275390625,130.8163604736328,113.0917739868164,36.62186050415039,2.3481171131134033,1.5065410137176514,-4.187607765197754,2.007817029953003,64.80706787109375,64.33441925048828
Argentina,2002,ARG,38029345,460558541367,658.15106201171875,17306.400390625,1.429028034210205,124.93011474609376,3.285097599029541,394.1680603027344,82.3431625366211,116.58631134033205,37.230613708496094,1.72809100151062,1.509590983390808,-42.586952209472656,1.5791840553283691,62.61775970458984,57.495487213134766
Argentina,2003,ARG,38424283,503104157615,704.75775146484375,18341.46875,1.4008188247680664,134.42098999023438,3.4983344078063965,455.749755859375,117.69994354248048,123.98936462402344,41.07594680786133,2.219749927520752,1.2974079847335815,-16.72104835510254,2.4804608821868896,69.06818389892578,59.355186462402344
Argentina,2004,ARG,38815915,550306327169,751.156982421875,19351.779296875,1.3649797439575195,157.2351531982422,4.050790786743164,507.4621887207031,139.9241180419922,125.18741607666016,41.37654113769531,2.886733055114746,1.09062397480011,-17.3110408782959,2.531824111938477,82.91265869140625,67.81330871582031
Argentina,2005,ARG,39216786,601050418142,796.3668212890625,20306.78515625,1.3249584436416626,161.7279510498047,4.1239471435546875,518.31878662109375,147.47364807128906,123.06153869628906,41.00724792480469,3.3804030418395996,0.9127960205078124,-14.25430393218994,3.667664051055908,81.96734619140625,71.79974365234375
Argentina,2006,ARG,39622113,652296814311,836.0589599609375,21100.81640625,1.2817155122756958,174.34165954589844,4.400110244750977,529.458740234375,155.71719360351565,125.4551773071289,42.32917404174805,3.796710968017578,0.7990530133247375,-18.62446403503418,3.968029022216797,83.86719512939453,81.91065216064453
Argentina,2007,ARG,40016767,714725198062,869.07598876953125,21717.796875,1.2159582376480105,173.76358032226565,4.342269420623779,436.5368347167969,161.21234130859375,122.57025146484376,44.550636291503906,4.180575847625732,0.6945859789848328,-12.551247596740724,3.7592639923095703,87.17755126953125,77.95159912109375
Argentina,2008,ARG,40424151,747157417513,879.07177734375,21746.203125,1.1765549182891846,187.5955352783203,4.640679836273193,404.4804382324219,178.50848388671875,120.00199127197266,43.27806091308594,4.243143081665039,0.5993959903717041,-9.087056159973145,3.97544002532959,90.11974334716795,88.657806396484375
Argentina,2009,ARG,40854832,705920838368,852.15411376953125,20858.09765625,1.2071524858474731,178.37844848632812,4.366153240203857,540.88946533203125,162.83636474609375,114.28247833251952,38.01625061035156,4.0077738761901855,0.6933109760284424,-15.54207992553711,3.3048598766326904,87.9928207397461,82.37968444824219
Argentina,2010,ARG,41288694,785785170150,882.2677001953125,21368.263671875,1.1227848529815674,186.1212921142578,4.507802963256836,479.3302917480469,177.82156372070312,105.47767639160156,39.06522750854492,4.353361129760742,0.61244797706604,-8.2997283935546875,4.081696033477783,86.92839813232422,90.14539337158205
Argentina,2011,ARG,41730655,837742673804,907.375732421875,21743.625,1.0831198692321775,189.88381958007812,4.5502238273620605,479.8737182617187,198.8144989013672,104.44051361083984,40.15353775024414,4.694683074951172,0.8716239929199219,8.930671691894531,4.825488090515137,92.58561706542967,86.90641784667969
Argentina,2012,ARG,42161718,829147409948,944.1318969726564,22393.107421875,1.138677954673767,191.71456909179688,4.54712438583374,430.561767578125,198.99093627929688,107.5315399169922,39.68828201293945,4.5332818031311035,1.13080096244812,7.276368141174316,5.0784010887146,95.38307189941406,85.5890121459961
Argentina,2013,ARG,42582453,849088398588,1009.4488525390624,23705.74609375,1.1888619661331177,189.52484130859375,4.450773239135742,403.4737854003906,203.7494659423828,109.2967300415039,41.10335922241211,4.568103790283203,1.2912960052490234,14.224623680114746,4.840051174163818,91.33809661865234,87.4873046875
Argentina,2014,ARG,43024071,827750786191,993.0078125,23080.28515625,1.1996458768844604,188.5391845703125,4.382179260253906,449.4486999511719,191.6923370361328,110.42225646972656,41.18979263305664,4.4786481857299805,1.3882629871368408,3.1531519889831543,5.536411762237549,92.843902587890625,84.291961669921875
Argentina,2015,ARG,43477011,850356641236,1009.9921264648438,23230.486328125,1.187727689743042,191.8087921142578,4.411729335784912,412.9998779296875,206.17234802246097,109.9660415649414,40.85638427734375,4.635950088500977,1.2175120115280151,14.36355209350586,5.46668815612793,93.53459167480467,86.95404815673828
Argentina,2016,ARG,43900312,832669278245,1005.7216796875,22909.21484375,1.2078285217285156,190.02049255371097,4.328454494476318,414.5776062011719,190.40847778320312,111.82038116455078,43.595272064208984,4.132608890533447,0.8412320017814636,0.3879840075969696,4.191616058349609,96.30091094970705,84.55413055419922
Argentina,2017,ARG,44288898,856142153676,996.98809814453125,22511.015625,1.164512276649475,187.06800842285156,4.223813056945801,396.4081726074219,193.2517852783203,115.88998413085938,45.99858856201172,4.527687072753906,0.9598199725151062,6.183775901794434,4.279551982879639,96.44380950927734,80.8571548461914
Argentina,2018,ARG,44654876,833736983405,986.0548095703124,22081.68359375,1.1826928853988647,182.48345947265625,4.08652925491333,406.8175659179687,183.6945953369141,115.38678741455078,45.202022552490234,4.534536838531494,1.358780026435852,1.211135983467102,4.3564958572387695,96.12503814697266,76.10860443115234
Argentina,2019,ARG,44973469,817053926667,925.657958984375,20582.3125,1.1329214572906494,180.4276580810547,4.011868953704834,432.56109619140625,172.70423889160156,115.65325927734376,46.93900680541992,4.298126220703125,1.7706409692764282,-7.723423957824707,2.143397092819214,95.6064682006836,76.60902404785156
Argentina,2020,ARG,45191960,735814250460,863.97198486328125,19117.82421875,1.1741713285446167,164.6127166748047,3.6425223350524902,397.6629028320313,160.07286071777344,115.12625122070312,48.15571594238281,3.641663074493408,1.9865649938583376,-4.53985595703125,3.2243919372558594,89.084808349609375,66.67529296875
Argentina,2021,ARG,45312282,812324184006,948.1873779296876,20925.615234375,1.1672524213790894,190.19692993164065,4.197469711303711,437.4330139160156,182.2754669189453,112.74696350097656,48.25636291503906,4.848045825958252,2.324760913848877,-7.9214558601379395,4.5103840827941895,93.07292938232422,85.4408187866211
Argentina,2022,ARG,45407904,854914363923,1001.241455078125,22049.9375,1.1711599826812744,183.7681427001953,4.047051906585693,432.10589599609375,183.84576416015625,115.33333587646484,50.29621124267578,5.254691123962402,2.195046901702881,0.07761599868535995,4.730780124664307,89.62027740478516,81.96734619140625
Armenia,1994,ARM,3364620,13441640358,32.25699234008789,9587.11328125,2.3997809886932373,2.684701919555664,0.7979212999343872,5.804426193237305,1.8836344480514529,1.5746268033981323,0.5085024833679199,0.03196600079536438,0,-0.8010674715042114,0.0952640026807785,1.6158239841461182,0.941648006439209
Armenia,1995,ARM,3307586,14085547383,34.70297622680664,10491.9345703125,2.4637293815612793,3.362694025039673,1.0166610479354858,7.1375956535339355,2.772827625274658,1.545395016670227,0.5016003251075745,0.06875800341367722,0,-0.5898662209510803,0.00732799991965293,2.616096019744873,0.6705120205879211
Armenia,1996,ARM,3278738,14363162631,46.18248748779297,14085.4462890625,3.2153425216674805,2.500312089920044,0.7625836730003357,5.635865211486816,2.9893229007720947,1.539176106452942,0.5070210099220276,0.07840800285339355,0,0.4890109896659851,0.01465599983930587,2.0408480167388916,0.36640000343322754
Armenia,1997,ARM,3246292,14402224399,38.83995819091797,11964.4072265625,2.696802854537964,3.252760887145996,1.0019927024841309,6.136750221252441,3.936024427413941,1.5314183235168457,0.4985044002532959,0.1676730066537857,0,0.6832634806632996,0.01465599983930587,2.678384065628052,0.3920480012893677
Armenia,1998,ARM,3208399,14841976252,41.16437911987305,12830.193359375,2.773510694503784,3.4190940856933594,1.0656697750091553,5.918313026428223,4.538135051727295,1.4697990417480469,0.4846445322036743,0.20928999781608584,0,1.1190409660339355,0.01463999971747398,2.788907051086426,0.4062579870223999
Armenia,1999,ARM,3167282,14850694858,24.9398193359375,7874.2021484375,1.6793705224990845,3.0402040481567383,0.959877908229828,5.515819549560547,3.549909830093384,1.4648703336715698,0.471208781003952,0.1712920069694519,0,0.5097057223320007,0.00732799991965293,2.275343894958496,0.5862399935722351
Armenia,2000,ARM,3125630,15244825874,26.842885971069336,8587.9921875,1.7607866525650024,3.4914069175720215,1.1170250177383425,6.046546936035156,3.79866623878479,1.481743335723877,0.4878039062023163,0.1388469934463501,0,0.3072592616081238,0,2.5648000240325928,0.7877600193023682
Armenia,2001,ARM,3084350,16184137401,26.94428443908691,8735.806640625,1.6648576259613037,3.532701015472412,1.145363211631775,6.895818710327148,4.001349925994873,1.5277369022369385,0.4941977262496948,0.14350099861621857,0,0.468648761510849,0,2.61243200302124,0.7767679691314697
Armenia,2002,ARM,3055636,18018113990,24.425701141357425,7993.6552734375,1.355619192123413,3.0767929553985596,1.0069239139556885,6.926646709442139,4.081119537353516,1.558125138282776,0.5722616910934448,0.21136300265789032,0,1.0043267011642456,0.0475739985704422,2.0017759799957275,0.8160799741744995
Armenia,2003,ARM,3038976,19928773567,26.568349838256836,8742.533203125,1.3331652879714966,3.4555599689483643,1.137080430984497,7.586254596710205,4.2077178955078125,1.5962198972702026,0.5598226189613342,0.2202479988336563,0,0.752157986164093,0.07327999919652939,2.2277119159698486,0.9343199729919434
Armenia,2004,ARM,3022544,21350959248,27.73149299621582,9174.884765625,1.2988406419754028,3.691196918487549,1.221221923828125,9.072603225708008,4.24080228805542,1.6385974884033203,0.6082563400268555,0.29833298921585083,0,0.5496054887771606,0,2.4732000827789307,0.9196640253067015
Armenia,2005,ARM,3006360,23626538545,33.20306396484375,11044.2744140625,1.4053292274475098,4.376169204711914,1.4556370973587036,11.675739288330078,5.340116024017334,1.6573028564453125,0.5956689715385437,0.3311130106449127,0,0.9639469981193542,0,3.0631039142608643,0.9819520115852356
Armenia,2006,ARM,2990371,25937834265,33.1462287902832,11084.3203125,1.2779104709625244,4.401589870452881,1.4719210863113403,9.911898612976074,5.604269504547119,1.69563090801239,0.8777015805244446,0.3382140100002289,0,1.2026795148849487,0.00366399995982646,3.140048027038574,0.9196640253067015
Armenia,2007,ARM,2974825,28610365796,37.605960845947266,12641.40234375,1.3144173622131348,5.100210189819336,1.7144571542739868,9.66111660003662,10.071409225463867,1.584231734275818,0.7693966627120972,0.4068489968776703,0,4.971199035644531,0.00733300019055604,3.762022018432617,0.9240049719810486
Armenia,2008,ARM,2959996,29672467967,36.16207504272461,12216.93359375,1.218708038330078,5.574790000915527,1.8833775520324707,9.817967414855955,7.27387285232544,1.6083987951278689,0.7494915127754211,0.4122140109539032,0,1.6990829706192017,0.00732799991965293,4.122000217437744,1.033247947692871
Armenia,2009,ARM,2945518,24704739187,31.598806381225582,10727.7587890625,1.2790584564208984,4.363500118255615,1.4814032316207886,8.520539283752441,6.433340549468994,1.528552770614624,0.7881572842597961,0.2413319945335388,0,2.069840431213379,0.00366099993698298,3.1666738986968994,0.9518330097198486
Armenia,2010,ARM,2931083,24485670654,34.65803527832031,11824.310546875,1.4154415130615234,4.25641393661499,1.4521642923355105,8.032352447509766,5.794525623321533,1.5225250720977783,0.7405965328216553,0.2883020043373108,0,1.538111448287964,0.00732799991965293,2.953183889389038,1.007599949836731
Armenia,2011,ARM,2923269,24860520809,36.707820892333984,12557.11328125,1.476550817489624,4.968877792358398,1.6997675895690918,8.711522102355957,5.627381324768066,1.5192548036575315,0.7745943665504456,0.26430198550224304,0,0.6585034728050232,0.00732799991965293,3.7555999755859375,0.941648006439209
Armenia,2012,ARM,2922529,26634064691,39.76565170288086,13606.5888671875,1.4930373430252075,5.748251914978027,1.966875910758972,9.61724853515625,6.482629776000977,1.5695559978485107,0.9324029088020324,0.27790001034736633,0,0.7343779802322388,0.00732799991965293,4.565343856811523,0.8976799845695496
Armenia,2013,ARM,2922526,27542825799,39.183128356933594,13407.28125,1.4226255416870115,5.53512716293335,1.8939530849456787,9.308579444885254,5.88547420501709,1.662455677986145,0.9993629455566406,0.2588439881801605,0,0.35034701228141785,0.00366199994459748,4.415820121765137,0.8568009734153748
Armenia,2014,ARM,2922433,28536291283,40.35306930541992,13808.0390625,1.414096474647522,5.6041131019592285,1.917618989944458,9.150435447692873,5.915938377380371,1.695288896560669,0.965322196483612,0.2435619980096817,0,0.3118255138397217,0.00366199994459748,4.4927568435668945,0.8641319870948792
Armenia,2015,ARM,2921179,29464863299,36.87443161010742,12623.1328125,1.2514712810516355,5.469203948974609,1.8722591400146484,9.162445068359377,6.073267936706543,1.73782479763031,1.064954400062561,0.2406760007143021,0,0.6040639877319336,0.00366399995982646,4.429776191711426,0.795087993144989
Armenia,2016,ARM,2918796,29522321034,36.976322174072266,12668.34765625,1.2524869441986084,5.206676959991455,1.7838441133499146,9.31869411468506,6.017429828643799,1.7807632684707642,1.5340769290924072,0.15410199761390686,0,0.8107529878616333,0.00366699998266994,4.238589763641357,0.8103190064430237
Armenia,2017,ARM,2914966,31741802974,39.81497573852539,13658.8134765625,1.2543388605117798,5.5365891456604,1.8993666172027588,9.136807441711426,6.406361103057861,1.7214964628219604,1.168553113937378,0.20546899735927585,0,0.8697720170021057,0.00366399995982646,4.45908784866333,0.8683679699897766
Armenia,2018,ARM,2909971,33400320594,39.06568145751953,13424.7666015625,1.169619917869568,5.822122097015381,2.000749111175537,9.200366973876951,8.37745475769043,1.63305401802063,1.138737678527832,0.31512999534606934,0,2.5553324222564697,0.00366399995982646,4.678927898406982,0.824400007724762
Armenia,2019,ARM,2903975,35949092334,41.378082275390625,14248.7734375,1.1510188579559326,6.284110069274902,2.163968324661255,9.219278335571287,8.16967487335205,1.6196311712265017,0.7558608055114746,0.3411020040512085,0,1.88556444644928,0.0109919998794794,4.887775897979736,1.0442399978637695
Armenia,2020,ARM,2890893,33378378959,44.73744201660156,15475.3017578125,1.3403120040893557,6.79518985748291,2.350550413131714,9.764492988586426,8.550024032592773,1.6325770616531372,0.7783083915710449,0.41266998648643494,0,1.7548339366912842,0.02932799980044365,4.90145206451416,1.451738953590393
Armenia,2021,ARM,2870339,35275596129,45.85761642456055,15976.3759765625,1.2999813556671145,7.350704193115234,2.56091833114624,10.407604217529297,9.271529197692873,1.6777952909469604,0.7514000535011292,0.4294079840183258,0,1.9208250045776367,0.04396799951791763,5.353104114532471,1.524224042892456
Armenia,2022,ARM,2880880,39721734780,51.0557975769043,17722.29296875,1.2853364944458008,7.69877290725708,2.67236852645874,10.64508056640625,8.724729537963867,1.627837300300598,0.7160241007804871,0.5794699788093567,0,1.0259569883346558,0.04396799951791763,5.554774761199951,1.5205600261688232
Australia,1990,AUS,17126304,464136588000,1051.079345703125,61372.22265625,2.2645905017852783,278.0610046386719,16.235902786254883,538.4793701171875,244.68072509765625,163.76206970214844,73.84821319580078,3.46287202835083,7.173243999481201,-33.380271911621094,141.8771209716797,34.45481491088867,88.85089874267578
Australia,1991,AUS,17353191,461302112920,1043.9398193359375,60158.37890625,2.263028383255005,279.4373779296875,16.10293960571289,522.525390625,245.42588806152344,164.54244995117188,73.219757080078125,3.183032989501953,6.904542922973633,-34.0114860534668,146.08282470703125,32.7862434387207,88.25109100341797
Australia,1992,AUS,17549286,478633731062,1060.4202880859375,60425.265625,2.21551513671875,284.4334411621094,16.207693099975586,568.96221923828125,248.06602478027344,162.96556091308594,72.29014587402344,2.9234108924865723,7.208384037017822,-36.367408752441406,150.04867553710938,33.9704704284668,87.92295837402344
Australia,1993,AUS,17722905,501524767329,1084.4427490234375,61188.76953125,2.1622915267944336,288.7804260253906,16.294191360473633,580.6658935546875,248.77679443359375,160.82080078125,71.959716796875,3.0046980381011963,7.043668746948242,-40.00361633300781,150.0958709716797,35.66999816894531,90.39225006103516
Australia,1994,AUS,17897433,527993237904,1125.551513671875,62888.9921875,2.13175368309021,293.61328125,16.40532875061035,554.08380126953125,257.9464111328125,160.11520385742188,72.97868347167969,3.484276056289673,6.792521953582764,-35.66686248779297,151.37623596191406,37.032005310058594,91.92845153808594
Australia,1995,AUS,18095340,549038744439,1154.2989501953125,63789.84765625,2.1023998260498047,304.9623107910156,16.853084564208984,672.727294921875,263.7014465332031,160.0508270263672,71.60569763183594,3.357749938964844,6.967423915863037,-41.2608642578125,155.73455810546875,39.84660339355469,96.14789581298828
